Time	Node	Type	Packets	
27	F5c	CacheMisses	0
27	Consumer2	CacheHits	0
27	Consumer2	CacheMisses	0
27	Consumer3	CacheHits	0
27	Consumer3	CacheMisses	0
27	Consumer4	CacheHits	0
27	Consumer4	CacheMisses	0
27	Producer2	CacheHits	0
27	Producer2	CacheMisses	0
27	Producer3	CacheHits	0
27	Producer3	CacheMisses	0
27	Producer4	CacheHits	0
27	Producer4	CacheMisses	0
28	Consumer1	CacheHits	0
28	Consumer1	CacheMisses	0
28	Node1	CacheHits	0
28	Node1	CacheMisses	0
28	Node2	CacheHits	0
28	Node2	CacheMisses	0
28	Node3	CacheHits	0
28	Node3	CacheMisses	0
28	Node4	CacheHits	0
28	Node4	CacheMisses	0
28	Node5	CacheHits	0
28	Node5	CacheMisses	0
28	Node6	CacheHits	0
28	Node6	CacheMisses	0
28	Node7	CacheHits	0
28	Node7	CacheMisses	0
28	Node8	CacheHits	0
28	Node8	CacheMisses	0
28	Node9	CacheHits	0
28	Node9	CacheMisses	0
28	Node10	CacheHits	0
28	Node10	CacheMisses	0
28	Node11	CacheHits	0
28	Node11	CacheMisses	0
28	Node12	CacheHits	0
28	Node12	CacheMisses	0
28	Node13	CacheHits	0
28	Node13	CacheMisses	0
28	Node14	CacheHits	0
28	Node14	CacheMisses	0
28	Node15	CacheHits	0
28	Node15	CacheMisses	0
28	Node16	CacheHits	0
28	Node16	CacheMisses	0
28	Node17	CacheHits	0
28	Node17	CacheMisses	0
28	Node18	CacheHits	0
28	Node18	CacheMisses	0
28	Node19	CacheHits	0
28	Node19	CacheMisses	0
28	Node20	CacheHits	0
28	Node20	CacheMisses	0
28	Node21	CacheHits	0
28	Node21	CacheMisses	0
28	Node22	CacheHits	0
28	Node22	CacheMisses	0
28	Node23	CacheHits	0
28	Node23	CacheMisses	0
28	Node24	CacheHits	0
28	Node24	CacheMisses	0
28	Producer1	CacheHits	0
28	Producer1	CacheMisses	0
28	F1a	CacheHits	0
28	F1a	CacheMisses	0
28	F1b	CacheHits	0
28	F1b	CacheMisses	0
28	F1c	CacheHits	0
28	F1c	CacheMisses	0
28	F2a	CacheHits	0
28	F2a	CacheMisses	0
28	F2b	CacheHits	0
28	F2b	CacheMisses	0
28	F2c	CacheHits	0
28	F2c	CacheMisses	0
28	F3a	CacheHits	0
28	F3a	CacheMisses	0
28	F3b	CacheHits	0
28	F3b	CacheMisses	0
28	F3c	CacheHits	0
28	F3c	CacheMisses	0
28	F4a	CacheHits	0
28	F4a	CacheMisses	0
28	F4b	CacheHits	0
28	F4b	CacheMisses	0
28	F4c	CacheHits	0
28	F4c	CacheMisses	0
28	F5a	CacheHits	0
28	F5a	CacheMisses	0
28	F5b	CacheHits	0
28	F5b	CacheMisses	0
28	F5c	CacheHits	0
28	F5c	CacheMisses	0
28	Consumer2	CacheHits	0
28	Consumer2	CacheMisses	0
28	Consumer3	CacheHits	0
28	Consumer3	CacheMisses	0
28	Consumer4	CacheHits	0
28	Consumer4	CacheMisses	0
28	Producer2	CacheHits	0
28	Producer2	CacheMisses	0
28	Producer3	CacheHits	0
28	Producer3	CacheMisses	0
28	Producer4	CacheHits	0
28	Producer4	CacheMisses	0
29	Consumer1	CacheHits	0
29	Consumer1	CacheMisses	0
29	Node1	CacheHits	0
29	Node1	CacheMisses	0
29	Node2	CacheHits	0
29	Node2	CacheMisses	0
29	Node3	CacheHits	0
29	Node3	CacheMisses	0
29	Node4	CacheHits	0
29	Node4	CacheMisses	0
29	Node5	CacheHits	0
29	Node5	CacheMisses	0
29	Node6	CacheHits	0
29	Node6	CacheMisses	0
29	Node7	CacheHits	0
29	Node7	CacheMisses	0
29	Node8	CacheHits	0
29	Node8	CacheMisses	0
29	Node9	CacheHits	0
29	Node9	CacheMisses	0
29	Node10	CacheHits	0
29	Node10	CacheMisses	0
29	Node11	CacheHits	0
29	Node11	CacheMisses	0
29	Node12	CacheHits	0
29	Node12	CacheMisses	0
29	Node13	CacheHits	0
29	Node13	CacheMisses	0
29	Node14	CacheHits	0
29	Node14	CacheMisses	0
29	Node15	CacheHits	0
29	Node15	CacheMisses	0
29	Node16	CacheHits	0
29	Node16	CacheMisses	0
29	Node17	CacheHits	0
29	Node17	CacheMisses	0
29	Node18	CacheHits	0
29	Node18	CacheMisses	0
29	Node19	CacheHits	0
29	Node19	CacheMisses	0
29	Node20	CacheHits	0
29	Node20	CacheMisses	0
29	Node21	CacheHits	0
29	Node21	CacheMisses	0
29	Node22	CacheHits	0
29	Node22	CacheMisses	0
29	Node23	CacheHits	0
29	Node23	CacheMisses	0
29	Node24	CacheHits	0
29	Node24	CacheMisses	0
29	Producer1	CacheHits	0
29	Producer1	CacheMisses	0
29	F1a	CacheHits	0
29	F1a	CacheMisses	0
29	F1b	CacheHits	0
29	F1b	CacheMisses	0
29	F1c	CacheHits	0
29	F1c	CacheMisses	0
29	F2a	CacheHits	0
29	F2a	CacheMisses	0
29	F2b	CacheHits	0
29	F2b	CacheMisses	0
29	F2c	CacheHits	0
29	F2c	CacheMisses	0
29	F3a	CacheHits	0
29	F3a	CacheMisses	0
29	F3b	CacheHits	0
29	F3b	CacheMisses	0
29	F3c	CacheHits	0
29	F3c	CacheMisses	0
29	F4a	CacheHits	0
29	F4a	CacheMisses	0
29	F4b	CacheHits	0
29	F4b	CacheMisses	0
29	F4c	CacheHits	0
29	F4c	CacheMisses	0
29	F5a	CacheHits	0
29	F5a	CacheMisses	0
29	F5b	CacheHits	0
29	F5b	CacheMisses	0
29	F5c	CacheHits	0
29	F5c	CacheMisses	0
29	Consumer2	CacheHits	0
29	Consumer2	CacheMisses	0
29	Consumer3	CacheHits	0
29	Consumer3	CacheMisses	0
29	Consumer4	CacheHits	0
29	Consumer4	CacheMisses	0
29	Producer2	CacheHits	0
29	Producer2	CacheMisses	0
29	Producer3	CacheHits	0
29	Producer3	CacheMisses	0
29	Producer4	CacheHits	0
29	Producer4	CacheMisses	0
30	Consumer1	CacheHits	0
30	Consumer1	CacheMisses	0
30	Node1	CacheHits	0
30	Node1	CacheMisses	0
30	Node2	CacheHits	0
30	Node2	CacheMisses	0
30	Node3	CacheHits	0
30	Node3	CacheMisses	0
30	Node4	CacheHits	0
30	Node4	CacheMisses	0
30	Node5	CacheHits	0
30	Node5	CacheMisses	0
30	Node6	CacheHits	0
30	Node6	CacheMisses	0
30	Node7	CacheHits	0
30	Node7	CacheMisses	0
30	Node8	CacheHits	0
30	Node8	CacheMisses	0
30	Node9	CacheHits	0
30	Node9	CacheMisses	0
30	Node10	CacheHits	0
30	Node10	CacheMisses	0
30	Node11	CacheHits	0
30	Node11	CacheMisses	0
30	Node12	CacheHits	0
30	Node12	CacheMisses	0
30	Node13	CacheHits	0
30	Node13	CacheMisses	0
30	Node14	CacheHits	0
30	Node14	CacheMisses	0
30	Node15	CacheHits	0
30	Node15	CacheMisses	0
30	Node16	CacheHits	0
30	Node16	CacheMisses	0
30	Node17	CacheHits	0
30	Node17	CacheMisses	0
30	Node18	CacheHits	0
30	Node18	CacheMisses	0
30	Node19	CacheHits	0
30	Node19	CacheMisses	0
30	Node20	CacheHits	0
30	Node20	CacheMisses	0
30	Node21	CacheHits	0
30	Node21	CacheMisses	0
30	Node22	CacheHits	0
30	Node22	CacheMisses	0
30	Node23	CacheHits	0
30	Node23	CacheMisses	0
30	Node24	CacheHits	0
30	Node24	CacheMisses	0
30	Producer1	CacheHits	0
30	Producer1	CacheMisses	0
30	F1a	CacheHits	0
30	F1a	CacheMisses	0
30	F1b	CacheHits	0
30	F1b	CacheMisses	0
30	F1c	CacheHits	0
30	F1c	CacheMisses	0
30	F2a	CacheHits	0
30	F2a	CacheMisses	0
30	F2b	CacheHits	0
30	F2b	CacheMisses	0
30	F2c	CacheHits	0
30	F2c	CacheMisses	0
30	F3a	CacheHits	0
30	F3a	CacheMisses	0
30	F3b	CacheHits	0
30	F3b	CacheMisses	0
30	F3c	CacheHits	0
30	F3c	CacheMisses	0
30	F4a	CacheHits	0
30	F4a	CacheMisses	0
30	F4b	CacheHits	0
30	F4b	CacheMisses	0
30	F4c	CacheHits	0
30	F4c	CacheMisses	0
30	F5a	CacheHits	0
30	F5a	CacheMisses	0
30	F5b	CacheHits	0
30	F5b	CacheMisses	0
30	F5c	CacheHits	0
30	F5c	CacheMisses	0
30	Consumer2	CacheHits	0
30	Consumer2	CacheMisses	0
30	Consumer3	CacheHits	0
30	Consumer3	CacheMisses	0
30	Consumer4	CacheHits	0
30	Consumer4	CacheMisses	0
30	Producer2	CacheHits	0
30	Producer2	CacheMisses	0
30	Producer3	CacheHits	0
30	Producer3	CacheMisses	0
30	Producer4	CacheHits	0
30	Producer4	CacheMisses	0
31	Consumer1	CacheHits	0
31	Consumer1	CacheMisses	0
31	Node1	CacheHits	0
31	Node1	CacheMisses	0
31	Node2	CacheHits	0
31	Node2	CacheMisses	0
31	Node3	CacheHits	0
31	Node3	CacheMisses	0
31	Node4	CacheHits	0
31	Node4	CacheMisses	0
31	Node5	CacheHits	0
31	Node5	CacheMisses	0
31	Node6	CacheHits	0
31	Node6	CacheMisses	0
31	Node7	CacheHits	0
31	Node7	CacheMisses	0
31	Node8	CacheHits	0
31	Node8	CacheMisses	0
31	Node9	CacheHits	0
31	Node9	CacheMisses	0
31	Node10	CacheHits	0
31	Node10	CacheMisses	0
31	Node11	CacheHits	0
31	Node11	CacheMisses	0
31	Node12	CacheHits	0
31	Node12	CacheMisses	0
31	Node13	CacheHits	0
31	Node13	CacheMisses	0
31	Node14	CacheHits	0
31	Node14	CacheMisses	0
31	Node15	CacheHits	0
31	Node15	CacheMisses	0
31	Node16	CacheHits	0
31	Node16	CacheMisses	0
31	Node17	CacheHits	0
31	Node17	CacheMisses	0
31	Node18	CacheHits	0
31	Node18	CacheMisses	0
31	Node19	CacheHits	0
31	Node19	CacheMisses	0
31	Node20	CacheHits	0
31	Node20	CacheMisses	0
31	Node21	CacheHits	0
31	Node21	CacheMisses	0
31	Node22	CacheHits	0
31	Node22	CacheMisses	0
31	Node23	CacheHits	0
31	Node23	CacheMisses	0
31	Node24	CacheHits	0
31	Node24	CacheMisses	0
31	Producer1	CacheHits	0
31	Producer1	CacheMisses	0
31	F1a	CacheHits	0
31	F1a	CacheMisses	0
31	F1b	CacheHits	0
31	F1b	CacheMisses	0
31	F1c	CacheHits	0
31	F1c	CacheMisses	0
31	F2a	CacheHits	0
31	F2a	CacheMisses	0
31	F2b	CacheHits	0
31	F2b	CacheMisses	0
31	F2c	CacheHits	0
31	F2c	CacheMisses	0
31	F3a	CacheHits	0
31	F3a	CacheMisses	0
31	F3b	CacheHits	0
31	F3b	CacheMisses	0
31	F3c	CacheHits	0
31	F3c	CacheMisses	0
31	F4a	CacheHits	0
31	F4a	CacheMisses	0
31	F4b	CacheHits	0
31	F4b	CacheMisses	0
31	F4c	CacheHits	0
31	F4c	CacheMisses	0
31	F5a	CacheHits	0
31	F5a	CacheMisses	0
31	F5b	CacheHits	0
31	F5b	CacheMisses	0
31	F5c	CacheHits	0
31	F5c	CacheMisses	0
31	Consumer2	CacheHits	0
31	Consumer2	CacheMisses	0
31	Consumer3	CacheHits	0
31	Consumer3	CacheMisses	0
31	Consumer4	CacheHits	0
31	Consumer4	CacheMisses	0
31	Producer2	CacheHits	0
31	Producer2	CacheMisses	0
31	Producer3	CacheHits	0
31	Producer3	CacheMisses	0
31	Producer4	CacheHits	0
31	Producer4	CacheMisses	0
32	Consumer1	CacheHits	0
32	Consumer1	CacheMisses	0
32	Node1	CacheHits	0
32	Node1	CacheMisses	0
32	Node2	CacheHits	0
32	Node2	CacheMisses	0
32	Node3	CacheHits	0
32	Node3	CacheMisses	0
32	Node4	CacheHits	0
32	Node4	CacheMisses	0
32	Node5	CacheHits	0
32	Node5	CacheMisses	0
32	Node6	CacheHits	0
32	Node6	CacheMisses	0
32	Node7	CacheHits	0
32	Node7	CacheMisses	0
32	Node8	CacheHits	0
32	Node8	CacheMisses	0
32	Node9	CacheHits	0
32	Node9	CacheMisses	0
32	Node10	CacheHits	0
32	Node10	CacheMisses	0
32	Node11	CacheHits	0
32	Node11	CacheMisses	0
32	Node12	CacheHits	0
32	Node12	CacheMisses	0
32	Node13	CacheHits	0
32	Node13	CacheMisses	0
32	Node14	CacheHits	0
32	Node14	CacheMisses	0
32	Node15	CacheHits	0
32	Node15	CacheMisses	0
32	Node16	CacheHits	0
32	Node16	CacheMisses	0
32	Node17	CacheHits	0
32	Node17	CacheMisses	0
32	Node18	CacheHits	0
32	Node18	CacheMisses	0
32	Node19	CacheHits	0
32	Node19	CacheMisses	0
32	Node20	CacheHits	0
32	Node20	CacheMisses	0
32	Node21	CacheHits	0
32	Node21	CacheMisses	0
32	Node22	CacheHits	0
32	Node22	CacheMisses	0
32	Node23	CacheHits	0
32	Node23	CacheMisses	0
32	Node24	CacheHits	0
32	Node24	CacheMisses	0
32	Producer1	CacheHits	0
32	Producer1	CacheMisses	0
32	F1a	CacheHits	0
32	F1a	CacheMisses	0
32	F1b	CacheHits	0
32	F1b	CacheMisses	0
32	F1c	CacheHits	0
32	F1c	CacheMisses	0
32	F2a	CacheHits	0
32	F2a	CacheMisses	0
32	F2b	CacheHits	0
32	F2b	CacheMisses	0
32	F2c	CacheHits	0
32	F2c	CacheMisses	0
32	F3a	CacheHits	0
32	F3a	CacheMisses	0
32	F3b	CacheHits	0
32	F3b	CacheMisses	0
32	F3c	CacheHits	0
32	F3c	CacheMisses	0
32	F4a	CacheHits	0
32	F4a	CacheMisses	0
32	F4b	CacheHits	0
32	F4b	CacheMisses	0
32	F4c	CacheHits	0
32	F4c	CacheMisses	0
32	F5a	CacheHits	0
32	F5a	CacheMisses	0
32	F5b	CacheHits	0
32	F5b	CacheMisses	0
32	F5c	CacheHits	0
32	F5c	CacheMisses	0
32	Consumer2	CacheHits	0
32	Consumer2	CacheMisses	0
32	Consumer3	CacheHits	0
32	Consumer3	CacheMisses	0
32	Consumer4	CacheHits	0
32	Consumer4	CacheMisses	0
32	Producer2	CacheHits	0
32	Producer2	CacheMisses	0
32	Producer3	CacheHits	0
32	Producer3	CacheMisses	0
32	Producer4	CacheHits	0
32	Producer4	CacheMisses	0
33	Consumer1	CacheHits	0
33	Consumer1	CacheMisses	0
33	Node1	CacheHits	0
33	Node1	CacheMisses	0
33	Node2	CacheHits	0
33	Node2	CacheMisses	0
33	Node3	CacheHits	0
33	Node3	CacheMisses	0
33	Node4	CacheHits	0
33	Node4	CacheMisses	0
33	Node5	CacheHits	0
33	Node5	CacheMisses	0
33	Node6	CacheHits	0
33	Node6	CacheMisses	0
33	Node7	CacheHits	0
33	Node7	CacheMisses	0
33	Node8	CacheHits	0
33	Node8	CacheMisses	0
33	Node9	CacheHits	0
33	Node9	CacheMisses	0
33	Node10	CacheHits	0
33	Node10	CacheMisses	0
33	Node11	CacheHits	0
33	Node11	CacheMisses	0
33	Node12	CacheHits	0
33	Node12	CacheMisses	0
33	Node13	CacheHits	0
33	Node13	CacheMisses	0
33	Node14	CacheHits	0
33	Node14	CacheMisses	0
33	Node15	CacheHits	0
33	Node15	CacheMisses	0
33	Node16	CacheHits	0
33	Node16	CacheMisses	0
33	Node17	CacheHits	0
33	Node17	CacheMisses	0
33	Node18	CacheHits	0
33	Node18	CacheMisses	0
33	Node19	CacheHits	0
33	Node19	CacheMisses	0
33	Node20	CacheHits	0
33	Node20	CacheMisses	0
33	Node21	CacheHits	0
33	Node21	CacheMisses	0
33	Node22	CacheHits	0
33	Node22	CacheMisses	0
33	Node23	CacheHits	0
33	Node23	CacheMisses	0
33	Node24	CacheHits	0
33	Node24	CacheMisses	0
33	Producer1	CacheHits	0
33	Producer1	CacheMisses	0
33	F1a	CacheHits	0
33	F1a	CacheMisses	0
33	F1b	CacheHits	0
33	F1b	CacheMisses	0
33	F1c	CacheHits	0
33	F1c	CacheMisses	0
33	F2a	CacheHits	0
33	F2a	CacheMisses	0
33	F2b	CacheHits	0
33	F2b	CacheMisses	0
33	F2c	CacheHits	0
33	F2c	CacheMisses	0
33	F3a	CacheHits	0
33	F3a	CacheMisses	0
33	F3b	CacheHits	0
33	F3b	CacheMisses	0
33	F3c	CacheHits	0
33	F3c	CacheMisses	0
33	F4a	CacheHits	0
33	F4a	CacheMisses	0
33	F4b	CacheHits	0
33	F4b	CacheMisses	0
33	F4c	CacheHits	0
33	F4c	CacheMisses	0
33	F5a	CacheHits	0
33	F5a	CacheMisses	0
33	F5b	CacheHits	0
33	F5b	CacheMisses	0
33	F5c	CacheHits	0
33	F5c	CacheMisses	0
33	Consumer2	CacheHits	0
33	Consumer2	CacheMisses	0
33	Consumer3	CacheHits	0
33	Consumer3	CacheMisses	0
33	Consumer4	CacheHits	0
33	Consumer4	CacheMisses	0
33	Producer2	CacheHits	0
33	Producer2	CacheMisses	0
33	Producer3	CacheHits	0
33	Producer3	CacheMisses	0
33	Producer4	CacheHits	0
33	Producer4	CacheMisses	0
34	Consumer1	CacheHits	0
34	Consumer1	CacheMisses	0
34	Node1	CacheHits	0
34	Node1	CacheMisses	0
34	Node2	CacheHits	0
34	Node2	CacheMisses	0
34	Node3	CacheHits	0
34	Node3	CacheMisses	0
34	Node4	CacheHits	0
34	Node4	CacheMisses	0
34	Node5	CacheHits	0
34	Node5	CacheMisses	0
34	Node6	CacheHits	0
34	Node6	CacheMisses	0
34	Node7	CacheHits	0
34	Node7	CacheMisses	0
34	Node8	CacheHits	0
34	Node8	CacheMisses	0
34	Node9	CacheHits	0
34	Node9	CacheMisses	0
34	Node10	CacheHits	0
34	Node10	CacheMisses	0
34	Node11	CacheHits	0
34	Node11	CacheMisses	0
34	Node12	CacheHits	0
34	Node12	CacheMisses	0
34	Node13	CacheHits	0
34	Node13	CacheMisses	0
34	Node14	CacheHits	0
34	Node14	CacheMisses	0
34	Node15	CacheHits	0
34	Node15	CacheMisses	0
34	Node16	CacheHits	0
34	Node16	CacheMisses	0
34	Node17	CacheHits	0
34	Node17	CacheMisses	0
34	Node18	CacheHits	0
34	Node18	CacheMisses	0
34	Node19	CacheHits	0
34	Node19	CacheMisses	0
34	Node20	CacheHits	0
34	Node20	CacheMisses	0
34	Node21	CacheHits	0
34	Node21	CacheMisses	0
34	Node22	CacheHits	0
34	Node22	CacheMisses	0
34	Node23	CacheHits	0
34	Node23	CacheMisses	0
34	Node24	CacheHits	0
34	Node24	CacheMisses	0
34	Producer1	CacheHits	0
34	Producer1	CacheMisses	0
34	F1a	CacheHits	0
34	F1a	CacheMisses	0
34	F1b	CacheHits	0
34	F1b	CacheMisses	0
34	F1c	CacheHits	0
34	F1c	CacheMisses	0
34	F2a	CacheHits	0
34	F2a	CacheMisses	0
34	F2b	CacheHits	0
34	F2b	CacheMisses	0
34	F2c	CacheHits	0
34	F2c	CacheMisses	0
34	F3a	CacheHits	0
34	F3a	CacheMisses	0
34	F3b	CacheHits	0
34	F3b	CacheMisses	0
34	F3c	CacheHits	0
34	F3c	CacheMisses	0
34	F4a	CacheHits	0
34	F4a	CacheMisses	0
34	F4b	CacheHits	0
34	F4b	CacheMisses	0
34	F4c	CacheHits	0
34	F4c	CacheMisses	0
34	F5a	CacheHits	0
34	F5a	CacheMisses	0
34	F5b	CacheHits	0
34	F5b	CacheMisses	0
34	F5c	CacheHits	0
34	F5c	CacheMisses	0
34	Consumer2	CacheHits	0
34	Consumer2	CacheMisses	0
34	Consumer3	CacheHits	0
34	Consumer3	CacheMisses	0
34	Consumer4	CacheHits	0
34	Consumer4	CacheMisses	0
34	Producer2	CacheHits	0
34	Producer2	CacheMisses	0
34	Producer3	CacheHits	0
34	Producer3	CacheMisses	0
34	Producer4	CacheHits	0
34	Producer4	CacheMisses	0
35	Consumer1	CacheHits	0
35	Consumer1	CacheMisses	0
35	Node1	CacheHits	0
35	Node1	CacheMisses	0
35	Node2	CacheHits	0
35	Node2	CacheMisses	0
35	Node3	CacheHits	0
35	Node3	CacheMisses	0
35	Node4	CacheHits	0
35	Node4	CacheMisses	0
35	Node5	CacheHits	0
35	Node5	CacheMisses	0
35	Node6	CacheHits	0
35	Node6	CacheMisses	0
35	Node7	CacheHits	0
35	Node7	CacheMisses	0
35	Node8	CacheHits	0
35	Node8	CacheMisses	0
35	Node9	CacheHits	0
35	Node9	CacheMisses	0
35	Node10	CacheHits	0
35	Node10	CacheMisses	0
35	Node11	CacheHits	0
35	Node11	CacheMisses	0
35	Node12	CacheHits	0
35	Node12	CacheMisses	0
35	Node13	CacheHits	0
35	Node13	CacheMisses	0
35	Node14	CacheHits	0
35	Node14	CacheMisses	0
35	Node15	CacheHits	0
35	Node15	CacheMisses	0
35	Node16	CacheHits	0
35	Node16	CacheMisses	0
35	Node17	CacheHits	0
35	Node17	CacheMisses	0
35	Node18	CacheHits	0
35	Node18	CacheMisses	0
35	Node19	CacheHits	0
35	Node19	CacheMisses	0
35	Node20	CacheHits	0
35	Node20	CacheMisses	0
35	Node21	CacheHits	0
35	Node21	CacheMisses	0
35	Node22	CacheHits	0
35	Node22	CacheMisses	0
35	Node23	CacheHits	0
35	Node23	CacheMisses	0
35	Node24	CacheHits	0
35	Node24	CacheMisses	0
35	Producer1	CacheHits	0
35	Producer1	CacheMisses	0
35	F1a	CacheHits	0
35	F1a	CacheMisses	0
35	F1b	CacheHits	0
35	F1b	CacheMisses	0
35	F1c	CacheHits	0
35	F1c	CacheMisses	0
35	F2a	CacheHits	0
35	F2a	CacheMisses	0
35	F2b	CacheHits	0
35	F2b	CacheMisses	0
35	F2c	CacheHits	0
35	F2c	CacheMisses	0
35	F3a	CacheHits	0
35	F3a	CacheMisses	0
35	F3b	CacheHits	0
35	F3b	CacheMisses	0
35	F3c	CacheHits	0
35	F3c	CacheMisses	0
35	F4a	CacheHits	0
35	F4a	CacheMisses	0
35	F4b	CacheHits	0
35	F4b	CacheMisses	0
35	F4c	CacheHits	0
35	F4c	CacheMisses	0
35	F5a	CacheHits	0
35	F5a	CacheMisses	0
35	F5b	CacheHits	0
35	F5b	CacheMisses	0
35	F5c	CacheHits	0
35	F5c	CacheMisses	0
35	Consumer2	CacheHits	0
35	Consumer2	CacheMisses	0
35	Consumer3	CacheHits	0
35	Consumer3	CacheMisses	0
35	Consumer4	CacheHits	0
35	Consumer4	CacheMisses	0
35	Producer2	CacheHits	0
35	Producer2	CacheMisses	0
35	Producer3	CacheHits	0
35	Producer3	CacheMisses	0
35	Producer4	CacheHits	0
35	Producer4	CacheMisses	0
36	Consumer1	CacheHits	0
36	Consumer1	CacheMisses	0
36	Node1	CacheHits	0
36	Node1	CacheMisses	0
36	Node2	CacheHits	0
36	Node2	CacheMisses	0
36	Node3	CacheHits	0
36	Node3	CacheMisses	0
36	Node4	CacheHits	0
36	Node4	CacheMisses	0
36	Node5	CacheHits	0
36	Node5	CacheMisses	0
36	Node6	CacheHits	0
36	Node6	CacheMisses	0
36	Node7	CacheHits	0
36	Node7	CacheMisses	0
36	Node8	CacheHits	0
36	Node8	CacheMisses	0
36	Node9	CacheHits	0
36	Node9	CacheMisses	0
36	Node10	CacheHits	0
36	Node10	CacheMisses	0
36	Node11	CacheHits	0
36	Node11	CacheMisses	0
36	Node12	CacheHits	0
36	Node12	CacheMisses	0
36	Node13	CacheHits	0
36	Node13	CacheMisses	0
36	Node14	CacheHits	0
36	Node14	CacheMisses	0
36	Node15	CacheHits	0
36	Node15	CacheMisses	0
36	Node16	CacheHits	0
36	Node16	CacheMisses	0
36	Node17	CacheHits	0
36	Node17	CacheMisses	0
36	Node18	CacheHits	0
36	Node18	CacheMisses	0
36	Node19	CacheHits	0
36	Node19	CacheMisses	0
36	Node20	CacheHits	0
36	Node20	CacheMisses	0
36	Node21	CacheHits	0
36	Node21	CacheMisses	0
36	Node22	CacheHits	0
36	Node22	CacheMisses	0
36	Node23	CacheHits	0
36	Node23	CacheMisses	0
36	Node24	CacheHits	0
36	Node24	CacheMisses	0
36	Producer1	CacheHits	0
36	Producer1	CacheMisses	0
36	F1a	CacheHits	0
36	F1a	CacheMisses	0
36	F1b	CacheHits	0
36	F1b	CacheMisses	0
36	F1c	CacheHits	0
36	F1c	CacheMisses	0
36	F2a	CacheHits	0
36	F2a	CacheMisses	0
36	F2b	CacheHits	0
36	F2b	CacheMisses	0
36	F2c	CacheHits	0
36	F2c	CacheMisses	0
36	F3a	CacheHits	0
36	F3a	CacheMisses	0
36	F3b	CacheHits	0
36	F3b	CacheMisses	0
36	F3c	CacheHits	0
36	F3c	CacheMisses	0
36	F4a	CacheHits	0
36	F4a	CacheMisses	0
36	F4b	CacheHits	0
36	F4b	CacheMisses	0
36	F4c	CacheHits	0
36	F4c	CacheMisses	0
36	F5a	CacheHits	0
36	F5a	CacheMisses	0
36	F5b	CacheHits	0
36	F5b	CacheMisses	0
36	F5c	CacheHits	0
36	F5c	CacheMisses	0
36	Consumer2	CacheHits	0
36	Consumer2	CacheMisses	0
36	Consumer3	CacheHits	0
36	Consumer3	CacheMisses	0
36	Consumer4	CacheHits	0
36	Consumer4	CacheMisses	0
36	Producer2	CacheHits	0
36	Producer2	CacheMisses	0
36	Producer3	CacheHits	0
36	Producer3	CacheMisses	0
36	Producer4	CacheHits	0
36	Producer4	CacheMisses	0
37	Consumer1	CacheHits	0
37	Consumer1	CacheMisses	0
37	Node1	CacheHits	0
37	Node1	CacheMisses	0
37	Node2	CacheHits	0
37	Node2	CacheMisses	0
37	Node3	CacheHits	0
37	Node3	CacheMisses	0
37	Node4	CacheHits	0
37	Node4	CacheMisses	0
37	Node5	CacheHits	0
37	Node5	CacheMisses	0
37	Node6	CacheHits	0
37	Node6	CacheMisses	0
37	Node7	CacheHits	0
37	Node7	CacheMisses	0
37	Node8	CacheHits	0
37	Node8	CacheMisses	0
37	Node9	CacheHits	0
37	Node9	CacheMisses	0
37	Node10	CacheHits	0
37	Node10	CacheMisses	0
37	Node11	CacheHits	0
37	Node11	CacheMisses	0
37	Node12	CacheHits	0
37	Node12	CacheMisses	0
37	Node13	CacheHits	0
37	Node13	CacheMisses	0
37	Node14	CacheHits	0
37	Node14	CacheMisses	0
37	Node15	CacheHits	0
37	Node15	CacheMisses	0
37	Node16	CacheHits	0
37	Node16	CacheMisses	0
37	Node17	CacheHits	0
37	Node17	CacheMisses	0
37	Node18	CacheHits	0
37	Node18	CacheMisses	0
37	Node19	CacheHits	0
37	Node19	CacheMisses	0
37	Node20	CacheHits	0
37	Node20	CacheMisses	0
37	Node21	CacheHits	0
37	Node21	CacheMisses	0
37	Node22	CacheHits	0
37	Node22	CacheMisses	0
37	Node23	CacheHits	0
37	Node23	CacheMisses	0
37	Node24	CacheHits	0
37	Node24	CacheMisses	0
37	Producer1	CacheHits	0
37	Producer1	CacheMisses	0
37	F1a	CacheHits	0
37	F1a	CacheMisses	0
37	F1b	CacheHits	0
37	F1b	CacheMisses	0
37	F1c	CacheHits	0
37	F1c	CacheMisses	0
37	F2a	CacheHits	0
37	F2a	CacheMisses	0
37	F2b	CacheHits	0
37	F2b	CacheMisses	0
37	F2c	CacheHits	0
37	F2c	CacheMisses	0
37	F3a	CacheHits	0
37	F3a	CacheMisses	0
37	F3b	CacheHits	0
37	F3b	CacheMisses	0
37	F3c	CacheHits	0
37	F3c	CacheMisses	0
37	F4a	CacheHits	0
37	F4a	CacheMisses	0
37	F4b	CacheHits	0
37	F4b	CacheMisses	0
37	F4c	CacheHits	0
37	F4c	CacheMisses	0
37	F5a	CacheHits	0
37	F5a	CacheMisses	0
37	F5b	CacheHits	0
37	F5b	CacheMisses	0
37	F5c	CacheHits	0
37	F5c	CacheMisses	0
37	Consumer2	CacheHits	0
37	Consumer2	CacheMisses	0
37	Consumer3	CacheHits	0
37	Consumer3	CacheMisses	0
37	Consumer4	CacheHits	0
37	Consumer4	CacheMisses	0
