Time	Node	Type	Packets	
84	Node20	CacheMisses	0
84	Node21	CacheHits	0
84	Node21	CacheMisses	0
84	Node22	CacheHits	0
84	Node22	CacheMisses	0
84	Node23	CacheHits	0
84	Node23	CacheMisses	0
84	Node24	CacheHits	0
84	Node24	CacheMisses	0
84	Producer1	CacheHits	0
84	Producer1	CacheMisses	0
84	F1a	CacheHits	0
84	F1a	CacheMisses	0
84	F1b	CacheHits	0
84	F1b	CacheMisses	0
84	F1c	CacheHits	0
84	F1c	CacheMisses	0
84	F2a	CacheHits	0
84	F2a	CacheMisses	0
84	F2b	CacheHits	0
84	F2b	CacheMisses	0
84	F2c	CacheHits	0
84	F2c	CacheMisses	0
84	F3a	CacheHits	0
84	F3a	CacheMisses	0
84	F3b	CacheHits	0
84	F3b	CacheMisses	0
84	F3c	CacheHits	0
84	F3c	CacheMisses	0
84	F4a	CacheHits	0
84	F4a	CacheMisses	0
84	F4b	CacheHits	0
84	F4b	CacheMisses	0
84	F4c	CacheHits	0
84	F4c	CacheMisses	0
84	F5a	CacheHits	0
84	F5a	CacheMisses	0
84	F5b	CacheHits	0
84	F5b	CacheMisses	0
84	F5c	CacheHits	0
84	F5c	CacheMisses	0
84	Consumer2	CacheHits	0
84	Consumer2	CacheMisses	0
84	Consumer3	CacheHits	0
84	Consumer3	CacheMisses	0
84	Consumer4	CacheHits	0
84	Consumer4	CacheMisses	0
84	Producer2	CacheHits	0
84	Producer2	CacheMisses	0
84	Producer3	CacheHits	0
84	Producer3	CacheMisses	0
84	Producer4	CacheHits	0
84	Producer4	CacheMisses	0
85	Consumer1	CacheHits	0
85	Consumer1	CacheMisses	0
85	Node1	CacheHits	0
85	Node1	CacheMisses	0
85	Node2	CacheHits	0
85	Node2	CacheMisses	0
85	Node3	CacheHits	0
85	Node3	CacheMisses	0
85	Node4	CacheHits	0
85	Node4	CacheMisses	0
85	Node5	CacheHits	0
85	Node5	CacheMisses	0
85	Node6	CacheHits	0
85	Node6	CacheMisses	0
85	Node7	CacheHits	0
85	Node7	CacheMisses	0
85	Node8	CacheHits	0
85	Node8	CacheMisses	0
85	Node9	CacheHits	0
85	Node9	CacheMisses	0
85	Node10	CacheHits	0
85	Node10	CacheMisses	0
85	Node11	CacheHits	0
85	Node11	CacheMisses	0
85	Node12	CacheHits	0
85	Node12	CacheMisses	0
85	Node13	CacheHits	0
85	Node13	CacheMisses	0
85	Node14	CacheHits	0
85	Node14	CacheMisses	0
85	Node15	CacheHits	0
85	Node15	CacheMisses	0
85	Node16	CacheHits	0
85	Node16	CacheMisses	0
85	Node17	CacheHits	0
85	Node17	CacheMisses	0
85	Node18	CacheHits	0
85	Node18	CacheMisses	0
85	Node19	CacheHits	0
85	Node19	CacheMisses	0
85	Node20	CacheHits	0
85	Node20	CacheMisses	0
85	Node21	CacheHits	0
85	Node21	CacheMisses	0
85	Node22	CacheHits	0
85	Node22	CacheMisses	0
85	Node23	CacheHits	0
85	Node23	CacheMisses	0
85	Node24	CacheHits	0
85	Node24	CacheMisses	0
85	Producer1	CacheHits	0
85	Producer1	CacheMisses	0
85	F1a	CacheHits	0
85	F1a	CacheMisses	0
85	F1b	CacheHits	0
85	F1b	CacheMisses	0
85	F1c	CacheHits	0
85	F1c	CacheMisses	0
85	F2a	CacheHits	0
85	F2a	CacheMisses	0
85	F2b	CacheHits	0
85	F2b	CacheMisses	0
85	F2c	CacheHits	0
85	F2c	CacheMisses	0
85	F3a	CacheHits	0
85	F3a	CacheMisses	0
85	F3b	CacheHits	0
85	F3b	CacheMisses	0
85	F3c	CacheHits	0
85	F3c	CacheMisses	0
85	F4a	CacheHits	0
85	F4a	CacheMisses	0
85	F4b	CacheHits	0
85	F4b	CacheMisses	0
85	F4c	CacheHits	0
85	F4c	CacheMisses	0
85	F5a	CacheHits	0
85	F5a	CacheMisses	0
85	F5b	CacheHits	0
85	F5b	CacheMisses	0
85	F5c	CacheHits	0
85	F5c	CacheMisses	0
85	Consumer2	CacheHits	0
85	Consumer2	CacheMisses	0
85	Consumer3	CacheHits	0
85	Consumer3	CacheMisses	0
85	Consumer4	CacheHits	0
85	Consumer4	CacheMisses	0
85	Producer2	CacheHits	0
85	Producer2	CacheMisses	0
85	Producer3	CacheHits	0
85	Producer3	CacheMisses	0
85	Producer4	CacheHits	0
85	Producer4	CacheMisses	0
86	Consumer1	CacheHits	0
86	Consumer1	CacheMisses	0
86	Node1	CacheHits	0
86	Node1	CacheMisses	0
86	Node2	CacheHits	0
86	Node2	CacheMisses	0
86	Node3	CacheHits	0
86	Node3	CacheMisses	0
86	Node4	CacheHits	0
86	Node4	CacheMisses	0
86	Node5	CacheHits	0
86	Node5	CacheMisses	0
86	Node6	CacheHits	0
86	Node6	CacheMisses	0
86	Node7	CacheHits	0
86	Node7	CacheMisses	0
86	Node8	CacheHits	0
86	Node8	CacheMisses	0
86	Node9	CacheHits	0
86	Node9	CacheMisses	0
86	Node10	CacheHits	0
86	Node10	CacheMisses	0
86	Node11	CacheHits	0
86	Node11	CacheMisses	0
86	Node12	CacheHits	0
86	Node12	CacheMisses	0
86	Node13	CacheHits	0
86	Node13	CacheMisses	0
86	Node14	CacheHits	0
86	Node14	CacheMisses	0
86	Node15	CacheHits	0
86	Node15	CacheMisses	0
86	Node16	CacheHits	0
86	Node16	CacheMisses	0
86	Node17	CacheHits	0
86	Node17	CacheMisses	0
86	Node18	CacheHits	0
86	Node18	CacheMisses	0
86	Node19	CacheHits	0
86	Node19	CacheMisses	0
86	Node20	CacheHits	0
86	Node20	CacheMisses	0
86	Node21	CacheHits	0
86	Node21	CacheMisses	0
86	Node22	CacheHits	0
86	Node22	CacheMisses	0
86	Node23	CacheHits	0
86	Node23	CacheMisses	0
86	Node24	CacheHits	0
86	Node24	CacheMisses	0
86	Producer1	CacheHits	0
86	Producer1	CacheMisses	0
86	F1a	CacheHits	0
86	F1a	CacheMisses	0
86	F1b	CacheHits	0
86	F1b	CacheMisses	0
86	F1c	CacheHits	0
86	F1c	CacheMisses	0
86	F2a	CacheHits	0
86	F2a	CacheMisses	0
86	F2b	CacheHits	0
86	F2b	CacheMisses	0
86	F2c	CacheHits	0
86	F2c	CacheMisses	0
86	F3a	CacheHits	0
86	F3a	CacheMisses	0
86	F3b	CacheHits	0
86	F3b	CacheMisses	0
86	F3c	CacheHits	0
86	F3c	CacheMisses	0
86	F4a	CacheHits	0
86	F4a	CacheMisses	0
86	F4b	CacheHits	0
86	F4b	CacheMisses	0
86	F4c	CacheHits	0
86	F4c	CacheMisses	0
86	F5a	CacheHits	0
86	F5a	CacheMisses	0
86	F5b	CacheHits	0
86	F5b	CacheMisses	0
86	F5c	CacheHits	0
86	F5c	CacheMisses	0
86	Consumer2	CacheHits	0
86	Consumer2	CacheMisses	0
86	Consumer3	CacheHits	0
86	Consumer3	CacheMisses	0
86	Consumer4	CacheHits	0
86	Consumer4	CacheMisses	0
86	Producer2	CacheHits	0
86	Producer2	CacheMisses	0
86	Producer3	CacheHits	0
86	Producer3	CacheMisses	0
86	Producer4	CacheHits	0
86	Producer4	CacheMisses	0
87	Consumer1	CacheHits	0
87	Consumer1	CacheMisses	0
87	Node1	CacheHits	0
87	Node1	CacheMisses	0
87	Node2	CacheHits	0
87	Node2	CacheMisses	0
87	Node3	CacheHits	0
87	Node3	CacheMisses	0
87	Node4	CacheHits	0
87	Node4	CacheMisses	0
87	Node5	CacheHits	0
87	Node5	CacheMisses	0
87	Node6	CacheHits	0
87	Node6	CacheMisses	0
87	Node7	CacheHits	0
87	Node7	CacheMisses	0
87	Node8	CacheHits	0
87	Node8	CacheMisses	0
87	Node9	CacheHits	0
87	Node9	CacheMisses	0
87	Node10	CacheHits	0
87	Node10	CacheMisses	0
87	Node11	CacheHits	0
87	Node11	CacheMisses	0
87	Node12	CacheHits	0
87	Node12	CacheMisses	0
87	Node13	CacheHits	0
87	Node13	CacheMisses	0
87	Node14	CacheHits	0
87	Node14	CacheMisses	0
87	Node15	CacheHits	0
87	Node15	CacheMisses	0
87	Node16	CacheHits	0
87	Node16	CacheMisses	0
87	Node17	CacheHits	0
87	Node17	CacheMisses	0
87	Node18	CacheHits	0
87	Node18	CacheMisses	0
87	Node19	CacheHits	0
87	Node19	CacheMisses	0
87	Node20	CacheHits	0
87	Node20	CacheMisses	0
87	Node21	CacheHits	0
87	Node21	CacheMisses	0
87	Node22	CacheHits	0
87	Node22	CacheMisses	0
87	Node23	CacheHits	0
87	Node23	CacheMisses	0
87	Node24	CacheHits	0
87	Node24	CacheMisses	0
87	Producer1	CacheHits	0
87	Producer1	CacheMisses	0
87	F1a	CacheHits	0
87	F1a	CacheMisses	0
87	F1b	CacheHits	0
87	F1b	CacheMisses	0
87	F1c	CacheHits	0
87	F1c	CacheMisses	0
87	F2a	CacheHits	0
87	F2a	CacheMisses	0
87	F2b	CacheHits	0
87	F2b	CacheMisses	0
87	F2c	CacheHits	0
87	F2c	CacheMisses	0
87	F3a	CacheHits	0
87	F3a	CacheMisses	0
87	F3b	CacheHits	0
87	F3b	CacheMisses	0
87	F3c	CacheHits	0
87	F3c	CacheMisses	0
87	F4a	CacheHits	0
87	F4a	CacheMisses	0
87	F4b	CacheHits	0
87	F4b	CacheMisses	0
87	F4c	CacheHits	0
87	F4c	CacheMisses	0
87	F5a	CacheHits	0
87	F5a	CacheMisses	0
87	F5b	CacheHits	0
87	F5b	CacheMisses	0
87	F5c	CacheHits	0
87	F5c	CacheMisses	0
87	Consumer2	CacheHits	0
87	Consumer2	CacheMisses	0
87	Consumer3	CacheHits	0
87	Consumer3	CacheMisses	0
87	Consumer4	CacheHits	0
87	Consumer4	CacheMisses	0
87	Producer2	CacheHits	0
87	Producer2	CacheMisses	0
87	Producer3	CacheHits	0
87	Producer3	CacheMisses	0
87	Producer4	CacheHits	0
87	Producer4	CacheMisses	0
88	Consumer1	CacheHits	0
88	Consumer1	CacheMisses	0
88	Node1	CacheHits	0
88	Node1	CacheMisses	0
88	Node2	CacheHits	0
88	Node2	CacheMisses	0
88	Node3	CacheHits	0
88	Node3	CacheMisses	0
88	Node4	CacheHits	0
88	Node4	CacheMisses	0
88	Node5	CacheHits	0
88	Node5	CacheMisses	0
88	Node6	CacheHits	0
88	Node6	CacheMisses	0
88	Node7	CacheHits	0
88	Node7	CacheMisses	0
88	Node8	CacheHits	0
88	Node8	CacheMisses	0
88	Node9	CacheHits	0
88	Node9	CacheMisses	0
88	Node10	CacheHits	0
88	Node10	CacheMisses	0
88	Node11	CacheHits	0
88	Node11	CacheMisses	0
88	Node12	CacheHits	0
88	Node12	CacheMisses	0
88	Node13	CacheHits	0
88	Node13	CacheMisses	0
88	Node14	CacheHits	0
88	Node14	CacheMisses	0
88	Node15	CacheHits	0
88	Node15	CacheMisses	0
88	Node16	CacheHits	0
88	Node16	CacheMisses	0
88	Node17	CacheHits	0
88	Node17	CacheMisses	0
88	Node18	CacheHits	0
88	Node18	CacheMisses	0
88	Node19	CacheHits	0
88	Node19	CacheMisses	0
88	Node20	CacheHits	0
88	Node20	CacheMisses	0
88	Node21	CacheHits	0
88	Node21	CacheMisses	0
88	Node22	CacheHits	0
88	Node22	CacheMisses	0
88	Node23	CacheHits	0
88	Node23	CacheMisses	0
88	Node24	CacheHits	0
88	Node24	CacheMisses	0
88	Producer1	CacheHits	0
88	Producer1	CacheMisses	0
88	F1a	CacheHits	0
88	F1a	CacheMisses	0
88	F1b	CacheHits	0
88	F1b	CacheMisses	0
88	F1c	CacheHits	0
88	F1c	CacheMisses	0
88	F2a	CacheHits	0
88	F2a	CacheMisses	0
88	F2b	CacheHits	0
88	F2b	CacheMisses	0
88	F2c	CacheHits	0
88	F2c	CacheMisses	0
88	F3a	CacheHits	0
88	F3a	CacheMisses	0
88	F3b	CacheHits	0
88	F3b	CacheMisses	0
88	F3c	CacheHits	0
88	F3c	CacheMisses	0
88	F4a	CacheHits	0
88	F4a	CacheMisses	0
88	F4b	CacheHits	0
88	F4b	CacheMisses	0
88	F4c	CacheHits	0
88	F4c	CacheMisses	0
88	F5a	CacheHits	0
88	F5a	CacheMisses	0
88	F5b	CacheHits	0
88	F5b	CacheMisses	0
88	F5c	CacheHits	0
88	F5c	CacheMisses	0
88	Consumer2	CacheHits	0
88	Consumer2	CacheMisses	0
88	Consumer3	CacheHits	0
88	Consumer3	CacheMisses	0
88	Consumer4	CacheHits	0
88	Consumer4	CacheMisses	0
88	Producer2	CacheHits	0
88	Producer2	CacheMisses	0
88	Producer3	CacheHits	0
88	Producer3	CacheMisses	0
88	Producer4	CacheHits	0
88	Producer4	CacheMisses	0
89	Consumer1	CacheHits	0
89	Consumer1	CacheMisses	0
89	Node1	CacheHits	0
89	Node1	CacheMisses	0
89	Node2	CacheHits	0
89	Node2	CacheMisses	0
89	Node3	CacheHits	0
89	Node3	CacheMisses	0
89	Node4	CacheHits	0
89	Node4	CacheMisses	0
89	Node5	CacheHits	0
89	Node5	CacheMisses	0
89	Node6	CacheHits	0
89	Node6	CacheMisses	0
89	Node7	CacheHits	0
89	Node7	CacheMisses	0
89	Node8	CacheHits	0
89	Node8	CacheMisses	0
89	Node9	CacheHits	0
89	Node9	CacheMisses	0
89	Node10	CacheHits	0
89	Node10	CacheMisses	0
89	Node11	CacheHits	0
89	Node11	CacheMisses	0
89	Node12	CacheHits	0
89	Node12	CacheMisses	0
89	Node13	CacheHits	0
89	Node13	CacheMisses	0
89	Node14	CacheHits	0
89	Node14	CacheMisses	0
89	Node15	CacheHits	0
89	Node15	CacheMisses	0
89	Node16	CacheHits	0
89	Node16	CacheMisses	0
89	Node17	CacheHits	0
89	Node17	CacheMisses	0
89	Node18	CacheHits	0
89	Node18	CacheMisses	0
89	Node19	CacheHits	0
89	Node19	CacheMisses	0
89	Node20	CacheHits	0
89	Node20	CacheMisses	0
89	Node21	CacheHits	0
89	Node21	CacheMisses	0
89	Node22	CacheHits	0
89	Node22	CacheMisses	0
89	Node23	CacheHits	0
89	Node23	CacheMisses	0
89	Node24	CacheHits	0
89	Node24	CacheMisses	0
89	Producer1	CacheHits	0
89	Producer1	CacheMisses	0
89	F1a	CacheHits	0
89	F1a	CacheMisses	0
89	F1b	CacheHits	0
89	F1b	CacheMisses	0
89	F1c	CacheHits	0
89	F1c	CacheMisses	0
89	F2a	CacheHits	0
89	F2a	CacheMisses	0
89	F2b	CacheHits	0
89	F2b	CacheMisses	0
89	F2c	CacheHits	0
89	F2c	CacheMisses	0
89	F3a	CacheHits	0
89	F3a	CacheMisses	0
89	F3b	CacheHits	0
89	F3b	CacheMisses	0
89	F3c	CacheHits	0
89	F3c	CacheMisses	0
89	F4a	CacheHits	0
89	F4a	CacheMisses	0
89	F4b	CacheHits	0
89	F4b	CacheMisses	0
89	F4c	CacheHits	0
89	F4c	CacheMisses	0
89	F5a	CacheHits	0
89	F5a	CacheMisses	0
89	F5b	CacheHits	0
89	F5b	CacheMisses	0
89	F5c	CacheHits	0
89	F5c	CacheMisses	0
89	Consumer2	CacheHits	0
89	Consumer2	CacheMisses	0
89	Consumer3	CacheHits	0
89	Consumer3	CacheMisses	0
89	Consumer4	CacheHits	0
89	Consumer4	CacheMisses	0
89	Producer2	CacheHits	0
89	Producer2	CacheMisses	0
89	Producer3	CacheHits	0
89	Producer3	CacheMisses	0
89	Producer4	CacheHits	0
89	Producer4	CacheMisses	0
90	Consumer1	CacheHits	0
90	Consumer1	CacheMisses	0
90	Node1	CacheHits	0
90	Node1	CacheMisses	0
90	Node2	CacheHits	0
90	Node2	CacheMisses	0
90	Node3	CacheHits	0
90	Node3	CacheMisses	0
90	Node4	CacheHits	0
90	Node4	CacheMisses	0
90	Node5	CacheHits	0
90	Node5	CacheMisses	0
90	Node6	CacheHits	0
90	Node6	CacheMisses	0
90	Node7	CacheHits	0
90	Node7	CacheMisses	0
90	Node8	CacheHits	0
90	Node8	CacheMisses	0
90	Node9	CacheHits	0
90	Node9	CacheMisses	0
90	Node10	CacheHits	0
90	Node10	CacheMisses	0
90	Node11	CacheHits	0
90	Node11	CacheMisses	0
90	Node12	CacheHits	0
90	Node12	CacheMisses	0
90	Node13	CacheHits	0
90	Node13	CacheMisses	0
90	Node14	CacheHits	0
90	Node14	CacheMisses	0
90	Node15	CacheHits	0
90	Node15	CacheMisses	0
90	Node16	CacheHits	0
90	Node16	CacheMisses	0
90	Node17	CacheHits	0
90	Node17	CacheMisses	0
90	Node18	CacheHits	0
90	Node18	CacheMisses	0
90	Node19	CacheHits	0
90	Node19	CacheMisses	0
90	Node20	CacheHits	0
90	Node20	CacheMisses	0
90	Node21	CacheHits	0
90	Node21	CacheMisses	0
90	Node22	CacheHits	0
90	Node22	CacheMisses	0
90	Node23	CacheHits	0
90	Node23	CacheMisses	0
90	Node24	CacheHits	0
90	Node24	CacheMisses	0
90	Producer1	CacheHits	0
90	Producer1	CacheMisses	0
90	F1a	CacheHits	0
90	F1a	CacheMisses	0
90	F1b	CacheHits	0
90	F1b	CacheMisses	0
90	F1c	CacheHits	0
90	F1c	CacheMisses	0
90	F2a	CacheHits	0
90	F2a	CacheMisses	0
90	F2b	CacheHits	0
90	F2b	CacheMisses	0
90	F2c	CacheHits	0
90	F2c	CacheMisses	0
90	F3a	CacheHits	0
90	F3a	CacheMisses	0
90	F3b	CacheHits	0
90	F3b	CacheMisses	0
90	F3c	CacheHits	0
90	F3c	CacheMisses	0
90	F4a	CacheHits	0
90	F4a	CacheMisses	0
90	F4b	CacheHits	0
90	F4b	CacheMisses	0
90	F4c	CacheHits	0
90	F4c	CacheMisses	0
90	F5a	CacheHits	0
90	F5a	CacheMisses	0
90	F5b	CacheHits	0
90	F5b	CacheMisses	0
90	F5c	CacheHits	0
90	F5c	CacheMisses	0
90	Consumer2	CacheHits	0
90	Consumer2	CacheMisses	0
90	Consumer3	CacheHits	0
90	Consumer3	CacheMisses	0
90	Consumer4	CacheHits	0
90	Consumer4	CacheMisses	0
90	Producer2	CacheHits	0
90	Producer2	CacheMisses	0
90	Producer3	CacheHits	0
90	Producer3	CacheMisses	0
90	Producer4	CacheHits	0
90	Producer4	CacheMisses	0
91	Consumer1	CacheHits	0
91	Consumer1	CacheMisses	0
91	Node1	CacheHits	0
91	Node1	CacheMisses	0
91	Node2	CacheHits	0
91	Node2	CacheMisses	0
91	Node3	CacheHits	0
91	Node3	CacheMisses	0
91	Node4	CacheHits	0
91	Node4	CacheMisses	0
91	Node5	CacheHits	0
91	Node5	CacheMisses	0
91	Node6	CacheHits	0
91	Node6	CacheMisses	0
91	Node7	CacheHits	0
91	Node7	CacheMisses	0
91	Node8	CacheHits	0
91	Node8	CacheMisses	0
91	Node9	CacheHits	0
91	Node9	CacheMisses	0
91	Node10	CacheHits	0
91	Node10	CacheMisses	0
91	Node11	CacheHits	0
91	Node11	CacheMisses	0
91	Node12	CacheHits	0
91	Node12	CacheMisses	0
91	Node13	CacheHits	0
91	Node13	CacheMisses	0
91	Node14	CacheHits	0
91	Node14	CacheMisses	0
91	Node15	CacheHits	0
91	Node15	CacheMisses	0
91	Node16	CacheHits	0
91	Node16	CacheMisses	0
91	Node17	CacheHits	0
91	Node17	CacheMisses	0
91	Node18	CacheHits	0
91	Node18	CacheMisses	0
91	Node19	CacheHits	0
91	Node19	CacheMisses	0
91	Node20	CacheHits	0
91	Node20	CacheMisses	0
91	Node21	CacheHits	0
91	Node21	CacheMisses	0
91	Node22	CacheHits	0
91	Node22	CacheMisses	0
91	Node23	CacheHits	0
91	Node23	CacheMisses	0
91	Node24	CacheHits	0
91	Node24	CacheMisses	0
91	Producer1	CacheHits	0
91	Producer1	CacheMisses	0
91	F1a	CacheHits	0
91	F1a	CacheMisses	0
91	F1b	CacheHits	0
91	F1b	CacheMisses	0
91	F1c	CacheHits	0
91	F1c	CacheMisses	0
91	F2a	CacheHits	0
91	F2a	CacheMisses	0
91	F2b	CacheHits	0
91	F2b	CacheMisses	0
91	F2c	CacheHits	0
91	F2c	CacheMisses	0
91	F3a	CacheHits	0
91	F3a	CacheMisses	0
91	F3b	CacheHits	0
91	F3b	CacheMisses	0
91	F3c	CacheHits	0
91	F3c	CacheMisses	0
91	F4a	CacheHits	0
91	F4a	CacheMisses	0
91	F4b	CacheHits	0
91	F4b	CacheMisses	0
91	F4c	CacheHits	0
91	F4c	CacheMisses	0
91	F5a	CacheHits	0
91	F5a	CacheMisses	0
91	F5b	CacheHits	0
91	F5b	CacheMisses	0
91	F5c	CacheHits	0
91	F5c	CacheMisses	0
91	Consumer2	CacheHits	0
91	Consumer2	CacheMisses	0
91	Consumer3	CacheHits	0
91	Consumer3	CacheMisses	0
91	Consumer4	CacheHits	0
91	Consumer4	CacheMisses	0
91	Producer2	CacheHits	0
91	Producer2	CacheMisses	0
91	Producer3	CacheHits	0
91	Producer3	CacheMisses	0
91	Producer4	CacheHits	0
91	Producer4	CacheMisses	0
92	Consumer1	CacheHits	0
92	Consumer1	CacheMisses	0
92	Node1	CacheHits	0
92	Node1	CacheMisses	0
92	Node2	CacheHits	0
92	Node2	CacheMisses	0
92	Node3	CacheHits	0
92	Node3	CacheMisses	0
92	Node4	CacheHits	0
92	Node4	CacheMisses	0
92	Node5	CacheHits	0
92	Node5	CacheMisses	0
92	Node6	CacheHits	0
92	Node6	CacheMisses	0
92	Node7	CacheHits	0
92	Node7	CacheMisses	0
92	Node8	CacheHits	0
92	Node8	CacheMisses	0
92	Node9	CacheHits	0
92	Node9	CacheMisses	0
92	Node10	CacheHits	0
92	Node10	CacheMisses	0
92	Node11	CacheHits	0
92	Node11	CacheMisses	0
92	Node12	CacheHits	0
92	Node12	CacheMisses	0
92	Node13	CacheHits	0
92	Node13	CacheMisses	0
92	Node14	CacheHits	0
92	Node14	CacheMisses	0
92	Node15	CacheHits	0
92	Node15	CacheMisses	0
92	Node16	CacheHits	0
92	Node16	CacheMisses	0
92	Node17	CacheHits	0
92	Node17	CacheMisses	0
92	Node18	CacheHits	0
92	Node18	CacheMisses	0
92	Node19	CacheHits	0
92	Node19	CacheMisses	0
92	Node20	CacheHits	0
92	Node20	CacheMisses	0
92	Node21	CacheHits	0
92	Node21	CacheMisses	0
92	Node22	CacheHits	0
92	Node22	CacheMisses	0
92	Node23	CacheHits	0
92	Node23	CacheMisses	0
92	Node24	CacheHits	0
92	Node24	CacheMisses	0
92	Producer1	CacheHits	0
92	Producer1	CacheMisses	0
92	F1a	CacheHits	0
92	F1a	CacheMisses	0
92	F1b	CacheHits	0
92	F1b	CacheMisses	0
92	F1c	CacheHits	0
92	F1c	CacheMisses	0
92	F2a	CacheHits	0
92	F2a	CacheMisses	0
92	F2b	CacheHits	0
92	F2b	CacheMisses	0
92	F2c	CacheHits	0
92	F2c	CacheMisses	0
92	F3a	CacheHits	0
92	F3a	CacheMisses	0
92	F3b	CacheHits	0
92	F3b	CacheMisses	0
92	F3c	CacheHits	0
92	F3c	CacheMisses	0
92	F4a	CacheHits	0
92	F4a	CacheMisses	0
92	F4b	CacheHits	0
92	F4b	CacheMisses	0
92	F4c	CacheHits	0
92	F4c	CacheMisses	0
92	F5a	CacheHits	0
92	F5a	CacheMisses	0
92	F5b	CacheHits	0
92	F5b	CacheMisses	0
92	F5c	CacheHits	0
92	F5c	CacheMisses	0
92	Consumer2	CacheHits	0
92	Consumer2	CacheMisses	0
92	Consumer3	CacheHits	0
92	Consumer3	CacheMisses	0
92	Consumer4	CacheHits	0
92	Consumer4	CacheMisses	0
92	Producer2	CacheHits	0
92	Producer2	CacheMisses	0
92	Producer3	CacheHits	0
92	Producer3	CacheMisses	0
92	Producer4	CacheHits	0
92	Producer4	CacheMisses	0
93	Consumer1	CacheHits	0
93	Consumer1	CacheMisses	0
93	Node1	CacheHits	0
93	Node1	CacheMisses	0
93	Node2	CacheHits	0
93	Node2	CacheMisses	0
93	Node3	CacheHits	0
93	Node3	CacheMisses	0
93	Node4	CacheHits	0
93	Node4	CacheMisses	0
93	Node5	CacheHits	0
93	Node5	CacheMisses	0
93	Node6	CacheHits	0
93	Node6	CacheMisses	0
93	Node7	CacheHits	0
93	Node7	CacheMisses	0
93	Node8	CacheHits	0
93	Node8	CacheMisses	0
93	Node9	CacheHits	0
93	Node9	CacheMisses	0
93	Node10	CacheHits	0
93	Node10	CacheMisses	0
93	Node11	CacheHits	0
93	Node11	CacheMisses	0
93	Node12	CacheHits	0
93	Node12	CacheMisses	0
93	Node13	CacheHits	0
93	Node13	CacheMisses	0
93	Node14	CacheHits	0
93	Node14	CacheMisses	0
93	Node15	CacheHits	0
93	Node15	CacheMisses	0
93	Node16	CacheHits	0
93	Node16	CacheMisses	0
93	Node17	CacheHits	0
93	Node17	CacheMisses	0
93	Node18	CacheHits	0
93	Node18	CacheMisses	0
93	Node19	CacheHits	0
93	Node19	CacheMisses	0
93	Node20	CacheHits	0
93	Node20	CacheMisses	0
93	Node21	CacheHits	0
93	Node21	CacheMisses	0
93	Node22	CacheHits	0
93	Node22	CacheMisses	0
93	Node23	CacheHits	0
93	Node23	CacheMisses	0
93	Node24	CacheHits	0
93	Node24	CacheMisses	0
93	Producer1	CacheHits	0
93	Producer1	CacheMisses	0
93	F1a	CacheHits	0
93	F1a	CacheMisses	0
93	F1b	CacheHits	0
93	F1b	CacheMisses	0
93	F1c	CacheHits	0
93	F1c	CacheMisses	0
93	F2a	CacheHits	0
93	F2a	CacheMisses	0
93	F2b	CacheHits	0
93	F2b	CacheMisses	0
93	F2c	CacheHits	0
93	F2c	CacheMisses	0
93	F3a	CacheHits	0
93	F3a	CacheMisses	0
93	F3b	CacheHits	0
93	F3b	CacheMisses	0
93	F3c	CacheHits	0
93	F3c	CacheMisses	0
93	F4a	CacheHits	0
93	F4a	CacheMisses	0
93	F4b	CacheHits	0
93	F4b	CacheMisses	0
93	F4c	CacheHits	0
93	F4c	CacheMisses	0
93	F5a	CacheHits	0
93	F5a	CacheMisses	0
93	F5b	CacheHits	0
93	F5b	CacheMisses	0
93	F5c	CacheHits	0
93	F5c	CacheMisses	0
93	Consumer2	CacheHits	0
93	Consumer2	CacheMisses	0
93	Consumer3	CacheHits	0
93	Consumer3	CacheMisses	0
93	Consumer4	CacheHits	0
93	Consumer4	CacheMisses	0
93	Producer2	CacheHits	0
93	Producer2	CacheMisses	0
93	Producer3	CacheHits	0
93	Producer3	CacheMisses	0
93	Producer4	CacheHits	0
93	Producer4	CacheMisses	0
94	Consumer1	CacheHits	0
94	Consumer1	CacheMisses	0
94	Node1	CacheHits	0
94	Node1	CacheMisses	0
94	Node2	CacheHits	0
94	Node2	CacheMisses	0
94	Node3	CacheHits	0
94	Node3	CacheMisses	0
94	Node4	CacheHits	0
94	Node4	CacheMisses	0
94	Node5	CacheHits	0
94	Node5	CacheMisses	0
94	Node6	CacheHits	0
94	Node6	CacheMisses	0
94	Node7	CacheHits	0
94	Node7	CacheMisses	0
94	Node8	CacheHits	0
94	Node8	CacheMisses	0
94	Node9	CacheHits	0
94	Node9	CacheMisses	0
94	Node10	CacheHits	0
94	Node10	CacheMisses	0
94	Node11	CacheHits	0
94	Node11	CacheMisses	0
94	Node12	CacheHits	0
94	Node12	CacheMisses	0
94	Node13	CacheHits	0
94	Node13	CacheMisses	0
94	Node14	CacheHits	0
94	Node14	CacheMisses	0
94	Node15	CacheHits	0
94	Node15	CacheMisses	0
94	Node16	CacheHits	0
94	Node16	CacheMisses	0
94	Node17	CacheHits	0
94	Node17	CacheMisses	0
94	Node18	CacheHits	0
94	Node18	CacheMisses	0
94	Node19	CacheHits	0
94	Node19	CacheMisses	0
94	Node20	CacheHits	0
94	Node20	CacheMisses	0
94	Node21	CacheHits	0
94	Node21	CacheMisses	0
94	Node22	CacheHits	0
94	Node22	CacheMisses	0
94	Node23	CacheHits	0
94	Node23	CacheMisses	0
94	Node24	CacheHits	0
